RUN,TR,CU,FNAM,PDAT,HWAH,w
1154,6,1,ZASP0002,1985363,3664,0.45
1155,6,1,ZASP0002,1986363,3697,0.45
1156,6,1,ZASP0002,1987363,2233,0.45
1157,6,1,ZASP0002,1988363,2239,0.45
1158,6,1,ZASP0002,1989363,2952,0.45
1159,6,1,ZASP0002,1990363,2941,0.45
1160,6,1,ZASP0002,1991363,510,0.45
1161,6,1,ZASP0002,1992363,2773,0.45
1162,6,1,ZASP0002,1993363,4019,0.45
1163,6,1,ZASP0002,1994363,2399,0.45
1164,6,1,ZASP0002,1995363,3023,0.45
1165,6,1,ZASP0002,1996363,3217,0.45
1166,6,1,ZASP0002,1997363,3347,0.45
1167,6,1,ZASP0002,1998363,3585,0.45
1168,6,1,ZASP0002,1999363,3439,0.45
1169,6,1,ZASP0002,2000363,2843,0.45
1170,6,1,ZASP0002,2001363,2904,0.45
1171,6,1,ZASP0002,2002363,2745,0.45
1172,6,1,ZASP0002,2003363,2765,0.45
1173,6,1,ZASP0002,2004363,3522,0.45
1174,6,1,ZASP0002,2005363,2515,0.45
1175,6,1,ZASP0002,2006363,4043,0.45
1176,6,1,ZASP0002,2007363,2578,0.45
1177,6,1,ZASP0002,2008363,4207,0.45
1178,6,1,ZASP0002,2009363,3399,0.45
1179,7,1,ZASP0002,1980013,3669,0.45
1180,7,1,ZASP0002,1981013,3274,0.45
1181,7,1,ZASP0002,1982013,3080,0.45
1182,7,1,ZASP0002,1983013,2285,0.45
1183,7,1,ZASP0002,1984013,2817,0.45
1184,7,1,ZASP0002,1985013,3516,0.45
1185,7,1,ZASP0002,1986013,4078,0.45
1186,7,1,ZASP0002,1987013,2986,0.45
1187,7,1,ZASP0002,1988013,3157,0.45
1188,7,1,ZASP0002,1989013,2806,0.45
1189,7,1,ZASP0002,1990013,3980,0.45
1190,7,1,ZASP0002,1991013,3882,0.45
1191,7,1,ZASP0002,1992013,1480,0.45
1192,7,1,ZASP0002,1993013,3283,0.45
1193,7,1,ZASP0002,1994013,3487,0.45
1194,7,1,ZASP0002,1995013,2528,0.45
1195,7,1,ZASP0002,1996013,3216,0.45
1196,7,1,ZASP0002,1997013,3315,0.45
1197,7,1,ZASP0002,1998013,3389,0.45
1198,7,1,ZASP0002,1999013,3762,0.45
1199,7,1,ZASP0002,2000013,2907,0.45
1200,7,1,ZASP0002,2001013,3161,0.45
1201,7,1,ZASP0002,2002013,2028,0.45
1202,7,1,ZASP0002,2003013,3269,0.45
1203,7,1,ZASP0002,2004013,2689,0.45
1204,7,1,ZASP0002,2005013,3388,0.45
1205,7,1,ZASP0002,2006013,2837,0.45
1206,7,1,ZASP0002,2007013,4201,0.45
1207,7,1,ZASP0002,2008013,2978,0.45
1208,7,1,ZASP0002,2009013,4193,0.45
1209,7,1,ZASP0002,2010013,3137,0.45
1210,8,1,ZASP0002,1980028,4618,0.45
1211,8,1,ZASP0002,1981028,4129,0.45
1212,8,1,ZASP0002,1982028,2603,0.45
1213,8,1,ZASP0002,1983028,826,0.45
1214,8,1,ZASP0002,1984028,3308,0.45
1215,8,1,ZASP0002,1985028,3469,0.45
1216,8,1,ZASP0002,1986028,3933,0.45
1217,8,1,ZASP0002,1987028,1980,0.45
1218,8,1,ZASP0002,1988028,3124,0.45
1219,8,1,ZASP0002,1989028,3479,0.45
1220,8,1,ZASP0002,1990028,3757,0.45
1221,8,1,ZASP0002,1991028,4143,0.45
1222,8,1,ZASP0002,1992028,1228,0.45
1223,8,1,ZASP0002,1993028,3667,0.45
1224,8,1,ZASP0002,1994028,2809,0.45
1225,8,1,ZASP0002,1995028,1093,0.45
1226,8,1,ZASP0002,1996028,3702,0.45
1227,8,1,ZASP0002,1997028,3673,0.45
1228,8,1,ZASP0002,1998028,2415,0.45
1229,8,1,ZASP0002,1999028,3985,0.45
1230,8,1,ZASP0002,2000028,3464,0.45
1231,8,1,ZASP0002,2001028,3439,0.45
1232,8,1,ZASP0002,2002028,793,0.45
1233,8,1,ZASP0002,2003028,3161,0.45
1234,8,1,ZASP0002,2004028,3469,0.45
1235,8,1,ZASP0002,2005028,3707,0.45
1236,8,1,ZASP0002,2006028,3201,0.45
1237,8,1,ZASP0002,2007028,4044,0.45
1238,8,1,ZASP0002,2008028,2605,0.45
1239,8,1,ZASP0002,2009028,4082,0.45
1240,8,1,ZASP0002,2010028,3531,0.45
1241,9,2,ZASP0002,1979288,1545,0.45
1242,9,2,ZASP0002,1980288,0,0.45
1243,9,2,ZASP0002,1981288,0,0.45
1244,9,2,ZASP0002,1982288,1236,0.45
1245,9,2,ZASP0002,1983288,0,0.45
1246,9,2,ZASP0002,1984288,0,0.45
1247,9,2,ZASP0002,1985288,1124,0.45
1248,9,2,ZASP0002,1986288,1656,0.45
1249,9,2,ZASP0002,1987288,0,0.45
1250,9,2,ZASP0002,1988288,0,0.45
1251,9,2,ZASP0002,1989288,0,0.45
1252,9,2,ZASP0002,1990288,1326,0.45
1253,9,2,ZASP0002,1991288,1303,0.45
1254,9,2,ZASP0002,1992288,1977,0.45
1255,9,2,ZASP0002,1993288,0,0.45
1256,9,2,ZASP0002,1994288,0,0.45
1257,9,2,ZASP0002,1995288,0,0.45
1258,9,2,ZASP0002,1996288,1409,0.45
1259,9,2,ZASP0002,1997288,1349,0.45
1260,9,2,ZASP0002,1998288,1574,0.45
1261,9,2,ZASP0002,1999288,0,0.45
1262,9,2,ZASP0002,2000288,0,0.45
1263,9,2,ZASP0002,2001288,0,0.45
1264,9,2,ZASP0002,2002288,0,0.45
1265,9,2,ZASP0002,2003288,1046,0.45
1266,9,2,ZASP0002,2004288,0,0.45
1267,9,2,ZASP0002,2005288,2203,0.45
1268,9,2,ZASP0002,2006288,1496,0.45
1269,9,2,ZASP0002,2007288,1283,0.45
1270,9,2,ZASP0002,2008288,0,0.45
1271,9,2,ZASP0002,2009288,0,0.45
1272,10,2,ZASP0002,1979303,1926,0.45
1273,10,2,ZASP0002,1980303,0,0.45
1274,10,2,ZASP0002,1981303,749,0.45
1275,10,2,ZASP0002,1982303,1118,0.45
1276,10,2,ZASP0002,1983303,0,0.45
1277,10,2,ZASP0002,1984303,1710,0.45
1278,10,2,ZASP0002,1985303,1095,0.45
1279,10,2,ZASP0002,1986303,1578,0.45
1280,10,2,ZASP0002,1987303,859,0.45
1281,10,2,ZASP0002,1988303,1526,0.45
1282,10,2,ZASP0002,1989303,0,0.45
1283,10,2,ZASP0002,1990303,1327,0.45
1284,10,2,ZASP0002,1991303,1306,0.45
1285,10,2,ZASP0002,1992303,2033,0.45
1286,10,2,ZASP0002,1993303,1950,0.45
1287,10,2,ZASP0002,1994303,0,0.45
1288,10,2,ZASP0002,1995303,2338,0.45
1289,10,2,ZASP0002,1996303,1410,0.45
1290,10,2,ZASP0002,1997303,1309,0.45
1291,10,2,ZASP0002,1998303,1507,0.45
1292,10,2,ZASP0002,1999303,1682,0.45
1293,10,2,ZASP0002,2000303,1982,0.45
1294,10,2,ZASP0002,2001303,1694,0.45
1295,10,2,ZASP0002,2002303,0,0.45
1296,10,2,ZASP0002,2003303,1593,0.45
1297,10,2,ZASP0002,2004303,1696,0.45
1298,10,2,ZASP0002,2005303,1855,0.45
1299,10,2,ZASP0002,2006303,1499,0.45
1300,10,2,ZASP0002,2007303,1143,0.45
1301,10,2,ZASP0002,2008303,0,0.45
1302,10,2,ZASP0002,2009303,2506,0.45
1303,11,2,ZASP0002,1979318,2670,0.45
1304,11,2,ZASP0002,1980318,2100,0.45
1305,11,2,ZASP0002,1981318,771,0.45
1306,11,2,ZASP0002,1982318,1371,0.45
1307,11,2,ZASP0002,1983318,0,0.45
1308,11,2,ZASP0002,1984318,1779,0.45
1309,11,2,ZASP0002,1985318,2219,0.45
1310,11,2,ZASP0002,1986318,2346,0.45
1311,11,2,ZASP0002,1987318,921,0.45
1312,11,2,ZASP0002,1988318,1416,0.45
1313,11,2,ZASP0002,1989318,1532,0.45
1314,11,2,ZASP0002,1990318,1298,0.45
1315,11,2,ZASP0002,1991318,1190,0.45
1316,11,2,ZASP0002,1992318,2360,0.45
1317,11,2,ZASP0002,1993318,1951,0.45
1318,11,2,ZASP0002,1994318,0,0.45
1319,11,2,ZASP0002,1995318,2355,0.45
1320,11,2,ZASP0002,1996318,1825,0.45
1321,11,2,ZASP0002,1997318,1415,0.45
1322,11,2,ZASP0002,1998318,1878,0.45
1323,11,2,ZASP0002,1999318,1651,0.45
1324,11,2,ZASP0002,2000318,1955,0.45
1325,11,2,ZASP0002,2001318,1734,0.45
1326,11,2,ZASP0002,2002318,0,0.45
1327,11,2,ZASP0002,2003318,1779,0.45
1328,11,2,ZASP0002,2004318,1903,0.45
1329,11,2,ZASP0002,2005318,1865,0.45
1330,11,2,ZASP0002,2006318,2241,0.45
1331,11,2,ZASP0002,2007318,1841,0.45
1332,11,2,ZASP0002,2008318,2410,0.45
1333,11,2,ZASP0002,2009318,2476,0.45
1334,12,2,ZASP0002,1979333,3176,0.45
1335,12,2,ZASP0002,1980333,2020,0.45
1336,12,2,ZASP0002,1981333,1608,0.45
1337,12,2,ZASP0002,1982333,1552,0.45
1338,12,2,ZASP0002,1983333,1967,0.45
1339,12,2,ZASP0002,1984333,2373,0.45
1340,12,2,ZASP0002,1985333,2523,0.45
1341,12,2,ZASP0002,1986333,2776,0.45
1342,12,2,ZASP0002,1987333,2055,0.45
1343,12,2,ZASP0002,1988333,1726,0.45
1344,12,2,ZASP0002,1989333,1504,0.45
1345,12,2,ZASP0002,1990333,1757,0.45
1346,12,2,ZASP0002,1991333,204,0.45
1347,12,2,ZASP0002,1992333,2591,0.45
1348,12,2,ZASP0002,1993333,2060,0.45
1349,12,2,ZASP0002,1994333,1342,0.45
1350,12,2,ZASP0002,1995333,2205,0.45
1351,12,2,ZASP0002,1996333,2119,0.45
1352,12,2,ZASP0002,1997333,2110,0.45
1353,12,2,ZASP0002,1998333,2343,0.45
1354,12,2,ZASP0002,1999333,2048,0.45
1355,12,2,ZASP0002,2000333,1857,0.45
1356,12,2,ZASP0002,2001333,1915,0.45
1357,12,2,ZASP0002,2002333,0,0.45
1358,12,2,ZASP0002,2003333,2736,0.45
1359,12,2,ZASP0002,2004333,2173,0.45
1360,12,2,ZASP0002,2005333,2122,0.45
1361,12,2,ZASP0002,2006333,2570,0.45
1362,12,2,ZASP0002,2007333,2216,0.45
1363,12,2,ZASP0002,2008333,2555,0.45
1364,12,2,ZASP0002,2009333,2503,0.45
1365,13,2,ZASP0002,1979348,3314,0.45
1366,13,2,ZASP0002,1980348,2503,0.45
1367,13,2,ZASP0002,1981348,1802,0.45
1368,13,2,ZASP0002,1982348,1312,0.45
1369,13,2,ZASP0002,1983348,1894,0.45
1370,13,2,ZASP0002,1984348,2662,0.45
1371,13,2,ZASP0002,1985348,2942,0.45
1372,13,2,ZASP0002,1986348,3027,0.45
1373,13,2,ZASP0002,1987348,2056,0.45
1374,13,2,ZASP0002,1988348,2469,0.45
1375,13,2,ZASP0002,1989348,2448,0.45
1376,13,2,ZASP0002,1990348,3140,0.45
1377,13,2,ZASP0002,1991348,771,0.45
1378,13,2,ZASP0002,1992348,1971,0.45
1379,13,2,ZASP0002,1993348,2257,0.45
1380,13,2,ZASP0002,1994348,1577,0.45
1381,13,2,ZASP0002,1995348,2502,0.45
1382,13,2,ZASP0002,1996348,2592,0.45
1383,13,2,ZASP0002,1997348,3136,0.45
1384,13,2,ZASP0002,1998348,3592,0.45
1385,13,2,ZASP0002,1999348,2600,0.45
1386,13,2,ZASP0002,2000348,1751,0.45
1387,13,2,ZASP0002,2001348,1735,0.45
1388,13,2,ZASP0002,2002348,2087,0.45
1389,13,2,ZASP0002,2003348,2590,0.45
1390,13,2,ZASP0002,2004348,2912,0.45
1391,13,2,ZASP0002,2005348,2665,0.45
1392,13,2,ZASP0002,2006348,3444,0.45
1393,13,2,ZASP0002,2007348,2580,0.45
1394,13,2,ZASP0002,2008348,3218,0.45
1395,13,2,ZASP0002,2009348,3269,0.45
1396,14,2,ZASP0002,1979363,3255,0.45
1397,14,2,ZASP0002,1980363,3315,0.45
1398,14,2,ZASP0002,1981363,2366,0.45
1399,14,2,ZASP0002,1982363,283,0.45
1400,14,2,ZASP0002,1983363,2185,0.45
1401,14,2,ZASP0002,1984363,3416,0.45
1402,14,2,ZASP0002,1985363,3596,0.45
1403,14,2,ZASP0002,1986363,2577,0.45
1404,14,2,ZASP0002,1987363,2123,0.45
1405,14,2,ZASP0002,1988363,2983,0.45
1406,14,2,ZASP0002,1989363,2972,0.45
1407,14,2,ZASP0002,1990363,3442,0.45
1408,14,2,ZASP0002,1991363,2321,0.45
1409,14,2,ZASP0002,1992363,3987,0.45
1410,14,2,ZASP0002,1993363,2623,0.45
1411,14,2,ZASP0002,1994363,2017,0.45
1412,14,2,ZASP0002,1995363,2763,0.45
1413,14,2,ZASP0002,1996363,3114,0.45
1414,14,2,ZASP0002,1997363,2853,0.45
1415,14,2,ZASP0002,1998363,3793,0.45
1416,14,2,ZASP0002,1999363,3466,0.45
1417,14,2,ZASP0002,2000363,2536,0.45
1418,14,2,ZASP0002,2001363,1016,0.45
1419,14,2,ZASP0002,2002363,2546,0.45
1420,14,2,ZASP0002,2003363,3515,0.45
1421,14,2,ZASP0002,2004363,3282,0.45
1422,14,2,ZASP0002,2005363,2844,0.45
1423,14,2,ZASP0002,2006363,3033,0.45
1424,14,2,ZASP0002,2007363,2414,0.45
1425,14,2,ZASP0002,2008363,3177,0.45
1426,14,2,ZASP0002,2009363,3459,0.45
1427,15,2,ZASP0002,1980013,4092,0.45
1428,15,2,ZASP0002,1981013,4419,0.45
1429,15,2,ZASP0002,1982013,1400,0.45
1430,15,2,ZASP0002,1983013,926,0.45
1431,15,2,ZASP0002,1984013,2699,0.45
1432,15,2,ZASP0002,1985013,3614,0.45
1433,15,2,ZASP0002,1986013,3799,0.45
1434,15,2,ZASP0002,1987013,1125,0.45
1435,15,2,ZASP0002,1988013,2288,0.45
1436,15,2,ZASP0002,1989013,3366,0.45
1437,15,2,ZASP0002,1990013,3254,0.45
1438,15,2,ZASP0002,1991013,4030,0.45
1439,15,2,ZASP0002,1992013,1609,0.45
1440,15,2,ZASP0002,1993013,2928,0.45
1441,15,2,ZASP0002,1994013,1841,0.45
1442,15,2,ZASP0002,1995013,915,0.45
1443,15,2,ZASP0002,1996013,3382,0.45
1444,15,2,ZASP0002,1997013,4046,0.45
1445,15,2,ZASP0002,1998013,1200,0.45
1446,15,2,ZASP0002,1999013,4056,0.45
1447,15,2,ZASP0002,2000013,3905,0.45
1448,15,2,ZASP0002,2001013,3144,0.45
1449,15,2,ZASP0002,2002013,195,0.45
1450,15,2,ZASP0002,2003013,3730,0.45
1451,15,2,ZASP0002,2004013,3752,0.45
1452,15,2,ZASP0002,2005013,2159,0.45
1453,15,2,ZASP0002,2006013,3618,0.45
1454,15,2,ZASP0002,2007013,3688,0.45
1455,15,2,ZASP0002,2008013,2416,0.45
1456,15,2,ZASP0002,2009013,3575,0.45
1457,15,2,ZASP0002,2010013,3918,0.45
1458,16,2,ZASP0002,1980028,4950,0.45
1459,16,2,ZASP0002,1981028,5023,0.45
1460,16,2,ZASP0002,1982028,317,0.45
1461,16,2,ZASP0002,1983028,1726,0.45
1462,16,2,ZASP0002,1984028,1579,0.45
1463,16,2,ZASP0002,1985028,5011,0.45
1464,16,2,ZASP0002,1986028,3875,0.45
1465,16,2,ZASP0002,1987028,380,0.45
1466,16,2,ZASP0002,1988028,957,0.45
1467,16,2,ZASP0002,1989028,2954,0.45
1468,16,2,ZASP0002,1990028,3708,0.45
1469,16,2,ZASP0002,1991028,2238,0.45
1470,16,2,ZASP0002,1992028,2227,0.45
1471,16,2,ZASP0002,1993028,3185,0.45
1472,16,2,ZASP0002,1994028,373,0.45
1473,16,2,ZASP0002,1995028,232,0.45
1474,16,2,ZASP0002,1996028,3841,0.45
1475,16,2,ZASP0002,1997028,4176,0.45
1476,16,2,ZASP0002,1998028,0,0.45
1477,16,2,ZASP0002,1999028,4617,0.45
1478,16,2,ZASP0002,2000028,5349,0.45
1479,16,2,ZASP0002,2001028,1832,0.45
1480,16,2,ZASP0002,2002028,0,0.45
1481,16,2,ZASP0002,2003028,4209,0.45
1482,16,2,ZASP0002,2004028,4081,0.45
1483,16,2,ZASP0002,2005028,1265,0.45
1484,16,2,ZASP0002,2006028,4467,0.45
1485,16,2,ZASP0002,2007028,2933,0.45
1486,16,2,ZASP0002,2008028,2837,0.45
1487,16,2,ZASP0002,2009028,2083,0.45
1488,16,2,ZASP0002,2010028,4602,0.45
1489,17,3,ZASP0002,1979288,2308,0.45
1490,17,3,ZASP0002,1980288,0,0.45
1491,17,3,ZASP0002,1981288,0,0.45
1492,17,3,ZASP0002,1982288,1278,0.45
1493,17,3,ZASP0002,1983288,0,0.45
1494,17,3,ZASP0002,1984288,0,0.45
1495,17,3,ZASP0002,1985288,1266,0.45
1496,17,3,ZASP0002,1986288,1699,0.45
1497,17,3,ZASP0002,1987288,0,0.45
1498,17,3,ZASP0002,1988288,0,0.45
1499,17,3,ZASP0002,1989288,0,0.45
1500,17,3,ZASP0002,1990288,2401,0.45
1501,17,3,ZASP0002,1991288,1722,0.45
1502,17,3,ZASP0002,1992288,1726,0.45
1503,17,3,ZASP0002,1993288,0,0.45
1504,17,3,ZASP0002,1994288,0,0.45
1505,17,3,ZASP0002,1995288,0,0.45
1506,17,3,ZASP0002,1996288,1536,0.45
1507,17,3,ZASP0002,1997288,1522,0.45
1508,17,3,ZASP0002,1998288,2277,0.45
1509,17,3,ZASP0002,1999288,0,0.45
1510,17,3,ZASP0002,2000288,0,0.45
1511,17,3,ZASP0002,2001288,0,0.45
1512,17,3,ZASP0002,2002288,0,0.45
1513,17,3,ZASP0002,2003288,924,0.45
1514,17,3,ZASP0002,2004288,0,0.45
1515,17,3,ZASP0002,2005288,2499,0.45
1516,17,3,ZASP0002,2006288,1612,0.45
1517,17,3,ZASP0002,2007288,1722,0.45
1518,17,3,ZASP0002,2008288,0,0.45
1519,17,3,ZASP0002,2009288,0,0.45
1520,18,3,ZASP0002,1979303,2210,0.45
1521,18,3,ZASP0002,1980303,0,0.45
1522,18,3,ZASP0002,1981303,941,0.45
1523,18,3,ZASP0002,1982303,1371,0.45
1524,18,3,ZASP0002,1983303,0,0.45
1525,18,3,ZASP0002,1984303,2246,0.45
1526,18,3,ZASP0002,1985303,1281,0.45
1527,18,3,ZASP0002,1986303,1991,0.45
1528,18,3,ZASP0002,1987303,1542,0.45
1529,18,3,ZASP0002,1988303,2550,0.45
1530,18,3,ZASP0002,1989303,0,0.45
1531,18,3,ZASP0002,1990303,2405,0.45
1532,18,3,ZASP0002,1991303,1726,0.45
1533,18,3,ZASP0002,1992303,1632,0.45
1534,18,3,ZASP0002,1993303,2057,0.45
1535,18,3,ZASP0002,1994303,0,0.45
1536,18,3,ZASP0002,1995303,1541,0.45
1537,18,3,ZASP0002,1996303,1521,0.45
1538,18,3,ZASP0002,1997303,1522,0.45
1539,18,3,ZASP0002,1998303,2320,0.45
1540,18,3,ZASP0002,1999303,2406,0.45
1541,18,3,ZASP0002,2000303,1752,0.45
1542,18,3,ZASP0002,2001303,1468,0.45
1543,18,3,ZASP0002,2002303,0,0.45
1544,18,3,ZASP0002,2003303,2145,0.45
1545,18,3,ZASP0002,2004303,1381,0.45
1546,18,3,ZASP0002,2005303,1849,0.45
1547,18,3,ZASP0002,2006303,1617,0.45
1548,18,3,ZASP0002,2007303,1643,0.45
1549,18,3,ZASP0002,2008303,0,0.45
1550,18,3,ZASP0002,2009303,3723,0.45
1551,19,3,ZASP0002,1979318,2858,0.45
1552,19,3,ZASP0002,1980318,3021,0.45
1553,19,3,ZASP0002,1981318,1468,0.45
1554,19,3,ZASP0002,1982318,2013,0.45
1555,19,3,ZASP0002,1983318,0,0.45
1556,19,3,ZASP0002,1984318,2145,0.45
1557,19,3,ZASP0002,1985318,1944,0.45
1558,19,3,ZASP0002,1986318,2846,0.45
1559,19,3,ZASP0002,1987318,1554,0.45
1560,19,3,ZASP0002,1988318,2588,0.45
1561,19,3,ZASP0002,1989318,1540,0.45
1562,19,3,ZASP0002,1990318,1373,0.45
1563,19,3,ZASP0002,1991318,1704,0.45
1564,19,3,ZASP0002,1992318,3132,0.45
1565,19,3,ZASP0002,1993318,2206,0.45
1566,19,3,ZASP0002,1994318,0,0.45
1567,19,3,ZASP0002,1995318,1541,0.45
1568,19,3,ZASP0002,1996318,2432,0.45
1569,19,3,ZASP0002,1997318,2478,0.45
1570,19,3,ZASP0002,1998318,3873,0.45
1571,19,3,ZASP0002,1999318,2840,0.45
1572,19,3,ZASP0002,2000318,1884,0.45
1573,19,3,ZASP0002,2001318,1901,0.45
1574,19,3,ZASP0002,2002318,0,0.45
1575,19,3,ZASP0002,2003318,2697,0.45
1576,19,3,ZASP0002,2004318,2203,0.45
1577,19,3,ZASP0002,2005318,3261,0.45
1578,19,3,ZASP0002,2006318,2639,0.45
1579,19,3,ZASP0002,2007318,2024,0.45
1580,19,3,ZASP0002,2008318,3395,0.45
1581,19,3,ZASP0002,2009318,3726,0.45
1582,20,3,ZASP0002,1979333,4397,0.45
1583,20,3,ZASP0002,1980333,3291,0.45
1584,20,3,ZASP0002,1981333,1988,0.45
1585,20,3,ZASP0002,1982333,2524,0.45
1586,20,3,ZASP0002,1983333,2319,0.45
1587,20,3,ZASP0002,1984333,3397,0.45
1588,20,3,ZASP0002,1985333,3769,0.45
1589,20,3,ZASP0002,1986333,4713,0.45
1590,20,3,ZASP0002,1987333,2614,0.45
1591,20,3,ZASP0002,1988333,3059,0.45
1592,20,3,ZASP0002,1989333,1592,0.45
1593,20,3,ZASP0002,1990333,2210,0.45
1594,20,3,ZASP0002,1991333,1645,0.45
1595,20,3,ZASP0002,1992333,3991,0.45
1596,20,3,ZASP0002,1993333,3414,0.45
1597,20,3,ZASP0002,1994333,1589,0.45
1598,20,3,ZASP0002,1995333,875,0.45
1599,20,3,ZASP0002,1996333,3903,0.45
1600,20,3,ZASP0002,1997333,2979,0.45
1601,20,3,ZASP0002,1998333,4400,0.45
1602,20,3,ZASP0002,1999333,3136,0.45
1603,20,3,ZASP0002,2000333,2987,0.45
1604,20,3,ZASP0002,2001333,2927,0.45
1605,20,3,ZASP0002,2002333,0,0.45
1606,20,3,ZASP0002,2003333,3080,0.45
1607,20,3,ZASP0002,2004333,3635,0.45
1608,20,3,ZASP0002,2005333,3286,0.45
1609,20,3,ZASP0002,2006333,3871,0.45
1610,20,3,ZASP0002,2007333,2874,0.45
1611,20,3,ZASP0002,2008333,3779,0.45
1612,20,3,ZASP0002,2009333,4148,0.45
1613,21,3,ZASP0002,1979348,4789,0.45
1614,21,3,ZASP0002,1980348,4194,0.45
1615,21,3,ZASP0002,1981348,3360,0.45
1616,21,3,ZASP0002,1982348,4426,0.45
1617,21,3,ZASP0002,1983348,2260,0.45
1618,21,3,ZASP0002,1984348,3959,0.45
1619,21,3,ZASP0002,1985348,4517,0.45
1620,21,3,ZASP0002,1986348,4685,0.45
1621,21,3,ZASP0002,1987348,2618,0.45
1622,21,3,ZASP0002,1988348,3077,0.45
1623,21,3,ZASP0002,1989348,3215,0.45
1624,21,3,ZASP0002,1990348,3912,0.45
1625,21,3,ZASP0002,1991348,790,0.45
1626,21,3,ZASP0002,1992348,4255,0.45
1627,21,3,ZASP0002,1993348,4635,0.45
1628,21,3,ZASP0002,1994348,1691,0.45
1629,21,3,ZASP0002,1995348,3549,0.45
1630,21,3,ZASP0002,1996348,4465,0.45
1631,21,3,ZASP0002,1997348,4019,0.45
1632,21,3,ZASP0002,1998348,4218,0.45
1633,21,3,ZASP0002,1999348,3739,0.45
1634,21,3,ZASP0002,2000348,3268,0.45
1635,21,3,ZASP0002,2001348,3400,0.45
1636,21,3,ZASP0002,2002348,3438,0.45
1637,21,3,ZASP0002,2003348,3514,0.45
1638,21,3,ZASP0002,2004348,4438,0.45
1639,21,3,ZASP0002,2005348,3560,0.45
1640,21,3,ZASP0002,2006348,4888,0.45
1641,21,3,ZASP0002,2007348,2742,0.45
1642,21,3,ZASP0002,2008348,4560,0.45
1643,21,3,ZASP0002,2009348,4809,0.45
1644,22,3,ZASP0002,1979363,4944,0.45
1645,22,3,ZASP0002,1980363,4832,0.45
1646,22,3,ZASP0002,1981363,3334,0.45
1647,22,3,ZASP0002,1982363,3369,0.45
1648,22,3,ZASP0002,1983363,2686,0.45
1649,22,3,ZASP0002,1984363,4470,0.45
1650,22,3,ZASP0002,1985363,4859,0.45
1651,22,3,ZASP0002,1986363,4636,0.45
1652,22,3,ZASP0002,1987363,2980,0.45
1653,22,3,ZASP0002,1988363,3494,0.45
1654,22,3,ZASP0002,1989363,4278,0.45
1655,22,3,ZASP0002,1990363,4220,0.45
1656,22,3,ZASP0002,1991363,690,0.45
1657,22,3,ZASP0002,1992363,4180,0.45
1658,22,3,ZASP0002,1993363,4901,0.45
1659,22,3,ZASP0002,1994363,3308,0.45
1660,22,3,ZASP0002,1995363,4076,0.45
1661,22,3,ZASP0002,1996363,4677,0.45
1662,22,3,ZASP0002,1997363,4365,0.45
1663,22,3,ZASP0002,1998363,4867,0.45
1664,22,3,ZASP0002,1999363,4452,0.45
1665,22,3,ZASP0002,2000363,4077,0.45
1666,22,3,ZASP0002,2001363,3839,0.45
1667,22,3,ZASP0002,2002363,3920,0.45
1668,22,3,ZASP0002,2003363,4009,0.45
1669,22,3,ZASP0002,2004363,4750,0.45
1670,22,3,ZASP0002,2005363,3696,0.45
1671,22,3,ZASP0002,2006363,4901,0.45
1672,22,3,ZASP0002,2007363,3245,0.45
1673,22,3,ZASP0002,2008363,4702,0.45
1674,22,3,ZASP0002,2009363,4514,0.45
1675,23,3,ZASP0002,1980013,5061,0.45
1676,23,3,ZASP0002,1981013,4628,0.45
1677,23,3,ZASP0002,1982013,4372,0.45
1678,23,3,ZASP0002,1983013,2599,0.45
1679,23,3,ZASP0002,1984013,3811,0.45
1680,23,3,ZASP0002,1985013,4900,0.45
1681,23,3,ZASP0002,1986013,4413,0.45
1682,23,3,ZASP0002,1987013,4167,0.45
1683,23,3,ZASP0002,1988013,4124,0.45
1684,23,3,ZASP0002,1989013,3982,0.45
1685,23,3,ZASP0002,1990013,4467,0.45
1686,23,3,ZASP0002,1991013,4554,0.45
1687,23,3,ZASP0002,1992013,1911,0.45
1688,23,3,ZASP0002,1993013,4701,0.45
1689,23,3,ZASP0002,1994013,4562,0.45
1690,23,3,ZASP0002,1995013,3785,0.45
1691,23,3,ZASP0002,1996013,4755,0.45
1692,23,3,ZASP0002,1997013,4587,0.45
1693,23,3,ZASP0002,1998013,4504,0.45
1694,23,3,ZASP0002,1999013,5099,0.45
1695,23,3,ZASP0002,2000013,4367,0.45
1696,23,3,ZASP0002,2001013,4415,0.45
1697,23,3,ZASP0002,2002013,2827,0.45
1698,23,3,ZASP0002,2003013,4569,0.45
1699,23,3,ZASP0002,2004013,3888,0.45
1700,23,3,ZASP0002,2005013,4396,0.45
1701,23,3,ZASP0002,2006013,4212,0.45
1702,23,3,ZASP0002,2007013,5335,0.45
1703,23,3,ZASP0002,2008013,3849,0.45
1704,23,3,ZASP0002,2009013,4935,0.45
1705,23,3,ZASP0002,2010013,4510,0.45
1706,24,3,ZASP0002,1980028,5378,0.45
1707,24,3,ZASP0002,1981028,4889,0.45
1708,24,3,ZASP0002,1982028,3129,0.45
1709,24,3,ZASP0002,1983028,1091,0.45
1710,24,3,ZASP0002,1984028,4372,0.45
1711,24,3,ZASP0002,1985028,4933,0.45
1712,24,3,ZASP0002,1986028,4601,0.45
1713,24,3,ZASP0002,1987028,3041,0.45
1714,24,3,ZASP0002,1988028,4195,0.45
1715,24,3,ZASP0002,1989028,3661,0.45
